,shot_id,event_type,team_id,player_id,player_name,shot_x,shot_y,min,min_added,is_blocked,is_on_target,blocked_x,blocked_y,goal_crossed_y,goal_crossed_z,xG,xGOT,shot_type,situation,period,is_own_goal,on_goal_x,on_goal_y,short_name
10,2443467415,AttemptSaved,8654,210276,Manuel Lanzini,72.68689664333112,27.194284431535113,56,,True,True,83.2733009712,29.043333332,32.3225,1.2199999940000001,0.017532140016555786,,RightFoot,RegularPlay,SecondHalf,False,64.97023809523812,14.239028874883287,
11,2443472341,Miss,8456,178818,Ilkay Gündogan,99.87930889824587,42.870937941074374,62,,False,False,,,17.5533757979,0.1797894728,0.11395606398582458,,LeftFoot,RegularPlay,SecondHalf,False,391.5862905261904,2.0983832026143787,
12,2443472679,AttemptSaved,8654,491883,Said Benrahma,95.6403479313214,47.5740127358,63,,False,True,103.9568965518,36.36375,32.779999999999994,0.20547368320000003,0.0683031976222992,0.1007,RightFoot,RegularPlay,SecondHalf,False,59.5238095238096,2.3981522315592905,
13,2443473909,Goal,8456,737066,Erling Braut Haaland,91.9000015258789,27.110238095,65,,False,True,,,35.9825,0.0834736838,0.2697415351867676,0.685,LeftFoot,RegularPlay,SecondHalf,False,21.398809523809508,0.9742493440709616,
14,2443476081,Miss,8456,737066,Erling Braut Haaland,101.39654883049172,38.53642921423244,70,,False,False,,,35.448750000000004,7.3566896704,0.24108144640922546,,Header,RegularPlay,SecondHalf,False,112.06978680297614,85.8623911111111,
15,2443480511,AttemptSaved,8456,737066,Erling Braut Haaland,94.8684225235393,48.6249681503,76,,True,False,96.0263157884,47.2937579586,30.34,1.2456842044,0.050224125385284424,,LeftFoot,RegularPlay,SecondHalf,False,88.57142857142853,14.538797903828197,
16,2443481695,Miss,8456,312765,Jack Grealish,92.69999694824219,47.2236942643,77,,False,False,,,40.637619048000005,0.3595789456,0.0978400707244873,,RightFoot,RegularPlay,SecondHalf,False,-1.754580356138123e-14,4.196766405228757,
17,2443484835,Miss,8456,675088,Rodri,81.02087035026886,46.5230573213,81,,False,False,,,42.2928125,0.2696842092,0.028546154499053955,,RightFoot,RegularPlay,SecondHalf,False,0.0,3.1475748039215685,
18,2443493811,AttemptSaved,8456,974753,Julián Álvarez,85.9235277731241,23.9291719792,90,1.0,True,True,93.7,27.950714285,34.61,1.2199999940000001,0.07982143759727478,,RightFoot,RegularPlay,SecondHalf,False,37.73809523809525,14.239028874883287,
19,2443494819,Miss,8456,417068,Nathan Aké,97.2807032260393,39.376905404232446,90,2.0,False,False,,,41.5990625,0.2696842092,0.037284791469573975,,Header,FromCorner,SecondHalf,False,0.0,3.1475748039215685,
20,2442423173,Miss,9879,351860,Aleksandar Mitrovic,93.5,46.803313167587135,1,,False,False,,,26.574375,0.2696842092,0.08593657612800598,,RightFoot,RegularPlay,FirstHalf,False,176.80059523809513,3.1475748039215685,
21,2442435281,Miss,8650,292462,Mohamed Salah,99.3070175438,23.648916132912866,22,,False,False,,,28.791190475,6.635448288800001,0.016350895166397095,,Header,RegularPlay,FirstHalf,False,178.64837665394347,77.44454118580765,
22,2442435761,AttemptSaved,9879,524434,Joao Palhinha,90.80000305175781,30.231999908447264,24,,True,True,92.2,30.267999999999997,31.941249999999997,1.2199999940000001,0.04316774010658264,,RightFoot,SetPiece,FirstHalf,False,69.50892857142861,14.239028874883287,
23,2442436855,AttemptSaved,9879,524434,Joao Palhinha,88.69999694824219,30.256,24,,True,True,93.9,31.1025,34.07625,1.2199999940000001,0.06634688377380371,,LeftFoot,SetPiece,FirstHalf,False,44.092261904761884,14.239028874883287,
24,2442437099,AttemptSaved,8650,156008,Jordan Henderson,82.82281897133113,33.77125058174133,29,,True,True,89.8,33.695,33.61875,1.2199999940000001,0.032164573669433594,,RightFoot,FromCorner,FirstHalf,False,49.538690476190496,14.239028874883287,
25,2442437487,AttemptSaved,9879,502420,Harrison Reed,89.69999694824219,33.16125116348266,31,,True,True,96.50877192889999,32.6275,31.941249999999997,1.2199999940000001,0.061865925788879395,,RightFoot,RegularPlay,FirstHalf,False,69.50892857142861,14.239028874883287,
26,2442438047,Goal,9879,351860,Aleksandar Mitrovic,101.58620834375414,41.425625441074374,32,,False,True,,,35.83,2.2730526204,0.0735301673412323,0.1952,Header,RegularPlay,FirstHalf,False,23.214285714285737,26.529559061624646,
