,x,y,zoomRatio,team_id,match_id
0,0.5965608465608451,0.07474241121693122,1,6325,3552654
1,0.8184523809523807,0.032275132116402115,1,6325,3552654
2,1.3227513227513243,0.2157337778306878,1,6325,3552654
3,0.6167328042328032,0.4195767175132275,1,6325,3552654
4,1.9841269841269837,0.06455026423280423,1,6325,3552654
5,0.49570105820105825,0.13929267544973545,1,159980,3552654
6,1.7867063492063497,0.4620439966137566,1,6325,3552654
7,0.09226190476190332,0.19365079269841268,1,6325,3552654
8,1.8472222222222223,0.2582010569312169,1,6325,3552654
9,1.8270502645502642,0.35502645328042326,1,6325,3552654
10,1.806878306878306,0.2683932039153439,1,6325,3552654
11,0.23346560846560827,0.2361180717989418,1,6325,3552654
12,0.2738095238095226,0.08663324936507935,1,6325,3552654
13,1.2017195767195774,0.2683932039153439,1,244165,3552651
14,0.9394841269841275,0.07474241121693122,1,244165,3552651
15,0.455357142857142,0.042467279100529096,1,244165,3552651
16,0.41501322751322767,0.3771094384126984,1,5811,3552651
17,1.3227513227513243,0.032275132116402115,1,5811,3552651
18,0.11243386243386144,0.2157337778306878,1,244165,3552651
19,0.2738095238095226,0.4399610114814815,1,5811,3552651
20,1.3630952380952386,0.042467279100529096,1,5814,3552655
21,1.9279100529100548,0.24800890994708993,1,5814,3552655
22,1.3227513227513243,0.655026455026455,1,5814,3552655
23,0.6167328042328032,0.10701754333333334,1,5811,3552655
24,1.4034391534391548,0.010192146984126984,1,5811,3552655
25,0.29398148148148073,0.24800890994708993,1,5811,3552655
26,0.39484126984126955,0.06455026423280423,1,5811,3552655
27,0.9798280423280419,0.655026455026455,1,5811,3552655
28,1.3227513227513243,0.5486772459788359,1,5814,3552655
29,0.8789682539682532,0.11890838148148149,1,5811,3552655
30,1.3630952380952386,0.010192146984126984,1,5811,3552655
31,0.1729497354497358,0.2361180717989418,1,5811,3552655
32,1.2420634920634936,0.45185184962962965,1,5811,3552655
33,1.6051587301587305,0.5045112757142857,1,5811,3552657
34,0.41501322751322767,0.38730158539682535,1,5811,3552657
35,1.5849867724867723,0.40938457052910054,1,5811,3552657
36,0.73776455026455,0.29047618904761907,1,5812,3552657
37,0.5158730158730164,0.042467279100529096,1,5812,3552657
38,0.3544973544973533,0.40938457052910054,1,5811,3552657
39,1.5648148148148162,0.5588693929629629,1,5812,3552657
40,1.8472222222222223,0.09682539634920634,1,5812,3552657
41,1.4639550264550256,0.2582010569312169,1,5811,3552657
42,1.4437830687830693,0.4195767175132275,1,5812,3552657
43,0.49570105820105825,0.17156780756613757,1,5811,3552657
44,1.1613756613756612,0.11890838148148149,1,5811,3552657
45,1.0,0.31255917417989415,1,5812,3552657
46,1.141203703703705,0.5164021138624338,1,5811,3552657
47,1.8673941798941804,0.32275132116402117,1,5814,3552653
48,0.8789682539682532,0.2361180717989418,1,5814,3552653
49,0.23346560846560827,0.05435811724867726,1,5814,3552653
50,0.3544973544973533,0.042467279100529096,1,5814,3552653
51,0.8789682539682532,0.22592592481481483,1,5814,3552653
52,0.2738095238095226,0.2157337778306878,1,5814,3552653
53,0.5158730158730164,0.2582010569312169,1,5814,3552653
54,1.5648148148148162,0.14099136661375664,1,5814,3552653
55,1.2218915343915355,0.42976886449735446,1,5814,3552653
56,0.9596560846560838,0.06455026423280423,1,394231,3552652
57,0.019047619047619535,0.40938457052910054,1,394231,3552652
58,1.3832671957671967,0.02208298513227513,1,5812,3552652
59,0.7982804232804226,0.5164021138624338,1,5812,3552652
60,1.2218915343915355,0.12910052846560846,1,5812,3552652
61,0.012698412698412986,0.12910052846560846,1,5812,3552652
62,1.544642857142858,0.655026455026455,1,394231,3552652
63,0.09226190476190332,0.11890838148148149,1,394231,3552652
64,0.6167328042328032,0.17156780756613757,1,5812,3552652
65,1.7261904761904774,0.6502645502645503,1,5812,3552652
66,0.9193121693121694,0.15118351359788362,1,5812,3552652
67,1.26223544973545,0.40938457052910054,1,5812,3552656
68,0.2536375661375645,0.22592592481481483,1,5812,3552656
69,1.121031746031747,0.5164021138624338,1,5812,3552656
70,0.39484126984126955,0.08663324936507935,1,5812,3552656
71,0.02222222222222281,0.06455026423280423,1,6325,3552656
72,0.455357142857142,0.12910052846560846,1,6325,3552656
73,1.6455026455026467,0.032275132116402115,1,6325,3552656
74,1.3832671957671967,0.3329434681481482,1,5812,3552656
