,team_id,team,zone,perc_for,perc_against,classed,self_rank,opp_rank,biv_rank,season
188,128,Juventus,9,0.525987526,0.474012474,contested,0.8064516129,0.8064516129,9,2021/2022
189,128,Juventus,10,0.443627451,0.556372549,opp,0.5161290323,0.7741935484,6,2021/2022
190,128,Juventus,11,0.3442622951,0.6557377049,opp,0.2580645161,0.4516129032,2,2021/2022
191,128,Juventus,12,0.2692307692,0.7307692308,opp,0.0322580645,0.2903225806,1,2021/2022
192,128,Juventus,13,0.8666666667,0.1333333333,team,0.9677419355,0.1935483871,7,2021/2022
193,128,Juventus,14,0.6229508197,0.3770491803,team,0.9032258065,0.5483870968,8,2021/2022
194,128,Juventus,15,0.5617173524,0.4382826476,team,0.935483871,0.8709677419,9,2021/2022
195,128,Juventus,16,0.3732718894,0.6267281106,opp,0.4516129032,0.9032258065,6,2021/2022
196,128,Juventus,17,0.374301676,0.625698324,opp,0.4032258065,0.7419354839,3,2021/2022
197,128,Juventus,18,0.2066326531,0.7933673469,opp,0.2258064516,0.9677419355,3,2021/2022
198,128,Juventus,19,0.7606837607,0.2393162393,team,0.2903225806,0.064516129,1,2021/2022
199,128,Juventus,20,0.5710723192,0.4289276808,team,0.6774193548,0.5161290323,8,2021/2022
200,128,Juventus,21,0.5429769392,0.4570230608,contested,0.8387096774,0.6935483871,9,2021/2022
201,128,Juventus,22,0.465,0.535,contested,0.6129032258,0.6290322581,9,2021/2022
202,128,Juventus,23,0.3851851852,0.6148148148,opp,0.3548387097,0.4838709677,2,2021/2022
203,128,Juventus,24,0.3225806452,0.6774193548,opp,0.0967741935,0.3225806452,1,2021/2022
204,128,Juventus,25,0.5,0.5,contested,0.1290322581,0.1612903226,1,2021/2022
205,128,Juventus,26,0.4623115578,0.5376884422,contested,0.5806451613,0.6290322581,9,2021/2022
206,128,Juventus,27,0.4574669187,0.5425330813,contested,0.7741935484,0.935483871,9,2021/2022
207,128,Juventus,28,0.5595959596,0.4404040404,team,0.8709677419,0.6935483871,9,2021/2022
208,128,Juventus,29,0.5432835821,0.4567164179,contested,0.5483870968,0.3870967742,4,2021/2022
209,128,Juventus,30,0.5401459854,0.4598540146,contested,0.1935483871,0.2258064516,1,2021/2022
210,129,Lazio,1,0.5966386555,0.4033613445,team,0.2258064516,0.1290322581,1,2021/2022
211,129,Lazio,2,0.5773195876,0.4226804124,team,0.7419354839,0.5806451613,9,2021/2022
212,129,Lazio,3,0.5213178295,0.4786821705,contested,0.9032258065,0.9032258065,9,2021/2022
213,129,Lazio,4,0.514957265,0.485042735,contested,0.7741935484,0.8548387097,9,2021/2022
214,129,Lazio,5,0.4075342466,0.5924657534,opp,0.4193548387,0.6129032258,3,2021/2022
215,129,Lazio,6,0.359223301,0.640776699,opp,0.0967741935,0.2258064516,1,2021/2022
216,129,Lazio,7,0.6637931034,0.3362068966,team,0.2580645161,0.0967741935,1,2021/2022
217,129,Lazio,8,0.6546184739,0.3453815261,team,0.5483870968,0.3225806452,4,2021/2022
218,129,Lazio,9,0.5163204748,0.4836795252,contested,0.6451612903,0.5483870968,8,2021/2022
219,129,Lazio,10,0.3722222222,0.6277777778,opp,0.4516129032,0.8064516129,6,2021/2022
220,129,Lazio,11,0.262987013,0.737012987,opp,0.2903225806,0.8548387097,3,2021/2022
221,129,Lazio,12,0.2384615385,0.7615384615,opp,0.0322580645,0.3870967742,1,2021/2022
222,129,Lazio,13,0.830802603,0.169197397,team,0.9677419355,0.2903225806,7,2021/2022
223,129,Lazio,14,0.6735632184,0.3264367816,team,0.935483871,0.4838709677,8,2021/2022
224,129,Lazio,15,0.6,0.4,team,0.8709677419,0.6451612903,9,2021/2022
225,129,Lazio,16,0.3608695652,0.6391304348,opp,0.5806451613,0.9677419355,9,2021/2022
226,129,Lazio,17,0.3,0.7,opp,0.3870967742,0.935483871,3,2021/2022
227,129,Lazio,18,0.1649746193,0.8350253807,opp,0.1612903226,1.0,3,2021/2022
228,129,Lazio,19,0.7058823529,0.2941176471,team,0.3225806452,0.064516129,1,2021/2022
229,129,Lazio,20,0.670995671,0.329004329,team,0.4838709677,0.2580645161,4,2021/2022
230,129,Lazio,21,0.5673981191,0.4326018809,team,0.6774193548,0.4516129032,8,2021/2022
231,129,Lazio,22,0.4757834758,0.5242165242,contested,0.6129032258,0.6774193548,9,2021/2022
232,129,Lazio,23,0.3456375839,0.6543624161,opp,0.3548387097,0.7419354839,3,2021/2022
233,129,Lazio,24,0.3404255319,0.6595744681,opp,0.1290322581,0.3548387097,1,2021/2022
234,129,Lazio,25,0.5528455285,0.4471544715,team,0.1935483871,0.1612903226,1,2021/2022
235,129,Lazio,26,0.6171428571,0.3828571429,team,0.7096774194,0.4193548387,7,2021/2022
236,129,Lazio,27,0.5399568035,0.4600431965,contested,0.8387096774,0.7741935484,9,2021/2022
237,129,Lazio,28,0.5612009238,0.4387990762,team,0.8064516129,0.7096774194,9,2021/2022
238,129,Lazio,29,0.5110410095,0.4889589905,contested,0.5161290323,0.5161290323,5,2021/2022
239,129,Lazio,30,0.3469387755,0.6530612245,opp,0.064516129,0.1935483871,1,2021/2022
240,130,Lecce,1,0.4336283186,0.5663716814,opp,0.1935483871,0.2258064516,1,2021/2022
241,130,Lecce,2,0.4358108108,0.5641891892,opp,0.5806451613,0.5161290323,8,2021/2022
242,130,Lecce,3,0.4084507042,0.5915492958,opp,0.9032258065,0.8709677419,9,2021/2022
243,130,Lecce,4,0.412195122,0.587804878,opp,0.8709677419,0.7741935484,9,2021/2022
244,130,Lecce,5,0.4257028112,0.5742971888,opp,0.4193548387,0.4193548387,1,2021/2022
245,130,Lecce,6,0.3466666667,0.6533333333,opp,0.0967741935,0.1290322581,1,2021/2022
246,130,Lecce,7,0.7058823529,0.2941176471,team,0.3387096774,0.064516129,1,2021/2022
247,130,Lecce,8,0.6085271318,0.3914728682,team,0.8064516129,0.3870967742,7,2021/2022
248,130,Lecce,9,0.396011396,0.603988604,opp,0.6774193548,0.6451612903,9,2021/2022
249,130,Lecce,10,0.3206521739,0.6793478261,opp,0.5483870968,0.8387096774,6,2021/2022
250,130,Lecce,11,0.2438016529,0.7561983471,opp,0.2419354839,0.5806451613,3,2021/2022
251,130,Lecce,12,0.2388059701,0.7611940299,opp,0.0322580645,0.1935483871,1,2021/2022
252,130,Lecce,13,0.8262032086,0.1737967914,team,0.9677419355,0.2580645161,7,2021/2022
253,130,Lecce,14,0.5601092896,0.4398907104,team,0.935483871,0.4838709677,8,2021/2022
254,130,Lecce,15,0.3804878049,0.6195121951,opp,0.7741935484,0.9032258065,9,2021/2022
255,130,Lecce,16,0.2781954887,0.7218045113,opp,0.4516129032,1.0,6,2021/2022
256,130,Lecce,17,0.2348066298,0.7651933702,opp,0.3870967742,0.935483871,3,2021/2022
257,130,Lecce,18,0.1257668712,0.8742331288,opp,0.1612903226,0.9677419355,3,2021/2022
258,130,Lecce,19,0.5794392523,0.4205607477,team,0.2903225806,0.0967741935,1,2021/2022
259,130,Lecce,20,0.6260869565,0.3739130435,team,0.7096774194,0.3387096774,7,2021/2022
260,130,Lecce,21,0.3455657492,0.6544342508,opp,0.4838709677,0.6774193548,6,2021/2022
261,130,Lecce,22,0.3259052925,0.6740947075,opp,0.5161290323,0.8064516129,6,2021/2022
262,130,Lecce,23,0.2987551867,0.7012448133,opp,0.3387096774,0.5483870968,2,2021/2022
263,130,Lecce,24,0.2181818182,0.7818181818,opp,0.064516129,0.3387096774,1,2021/2022
264,130,Lecce,25,0.4609375,0.5390625,contested,0.2419354839,0.2903225806,1,2021/2022
265,130,Lecce,26,0.4150943396,0.5849056604,opp,0.6129032258,0.6129032258,9,2021/2022
266,130,Lecce,27,0.3967828418,0.6032171582,opp,0.7419354839,0.7419354839,9,2021/2022
267,130,Lecce,28,0.4293193717,0.5706806283,opp,0.8387096774,0.7096774194,9,2021/2022
268,130,Lecce,29,0.475862069,0.524137931,contested,0.6451612903,0.4516129032,8,2021/2022
269,130,Lecce,30,0.4186046512,0.5813953488,opp,0.1290322581,0.1612903226,1,2021/2022
270,135,Torino,1,0.5204081633,0.4795918367,contested,0.1290322581,0.1612903226,1,2021/2022
271,135,Torino,2,0.5265017668,0.4734982332,contested,0.4193548387,0.5322580645,2,2021/2022
272,135,Torino,3,0.5196850394,0.4803149606,contested,0.6774193548,0.8709677419,9,2021/2022
273,135,Torino,4,0.5507246377,0.4492753623,team,0.8064516129,0.9032258065,9,2021/2022
274,135,Torino,5,0.5202312139,0.4797687861,contested,0.6129032258,0.7741935484,9,2021/2022
275,135,Torino,6,0.5081967213,0.4918032787,contested,0.1935483871,0.2258064516,1,2021/2022
276,135,Torino,7,0.7352941176,0.2647058824,team,0.2258064516,0.1290322581,1,2021/2022
277,135,Torino,8,0.6869565217,0.3130434783,team,0.5,0.3548387097,4,2021/2022
278,135,Torino,9,0.5684210526,0.4315789474,team,0.5483870968,0.4516129032,5,2021/2022
279,135,Torino,10,0.5166163142,0.4833836858,contested,0.5806451613,0.7419354839,9,2021/2022
280,135,Torino,11,0.4462151394,0.5537848606,opp,0.3225806452,0.5967741935,3,2021/2022
281,135,Torino,12,0.3214285714,0.6785714286,opp,0.0322580645,0.1935483871,1,2021/2022
282,135,Torino,13,0.8168168168,0.1831831832,team,0.935483871,0.2580645161,7,2021/2022
