,event_id,minute,second,team_id,x,y,expanded_minute,period,outcome_type,qualifiers,satisfied_events_types,is_touch,player_id,end_x,end_y,related_event_id,related_player_id,goal_mouth_z,goal_mouth_y,is_shot,blocked_x,blocked_y,card_type,is_goal,player_name,event_type,pass_recipient,team_name,match_date,match_id,match_string
278,2501048447.0,17,1.0,167,38.3,33.7,17,FirstHalf,Successful,"[{'PassEndX': '43.3'}, {'PassEndY': '15.8'}, {'Angle': '5.1'}, {'Length': '13.3'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,444791.0,43.3,15.8,,,,,,,,,,Rico Lewis,Pass,John Stones,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
279,2501048463.0,17,5.0,167,54.1,12.8,17,FirstHalf,Successful,"[{'PassEndY': '4.3'}, {'PassEndX': '63.7'}, {'Length': '11.6'}, {'Zone': 'Right'}, {'Angle': '5.8'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,101374.0,63.7,4.3,,,,,,,,,,John Stones,Pass,Riyad Mahrez,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
280,2501048495.0,17,7.0,167,63.2,5.0,17,FirstHalf,Successful,"[{'Zone': 'Center'}, {'Length': '14.9'}, {'Angle': '2.0'}, {'PassEndY': '24.7'}, {'PassEndX': '57.0'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,104749.0,57.0,24.7,,,,,,,,,,Riyad Mahrez,Pass,Rico Lewis,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
281,2501048545.0,17,9.0,167,56.1,26.3,17,FirstHalf,Successful,"[{'Angle': '2.3'}, {'PassEndY': '44.5'}, {'PassEndX': '45.3'}, {'Length': '16.8'}, {'Zone': 'Back'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,444791.0,45.3,44.5,,,,,,,,,,Rico Lewis,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
282,2501048627.0,17,13.0,167,45.7,46.0,17,FirstHalf,Successful,"[{'PassEndX': '46.8'}, {'Angle': '4.8'}, {'PassEndY': '24.5'}, {'Zone': 'Back'}, {'Length': '14.7'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,297390.0,46.8,24.5,,,,,,,,,,Manuel Akanji,Pass,John Stones,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
283,2501048681.0,17,21.0,167,52.7,43.4,17,FirstHalf,Successful,"[{'Angle': '2.8'}, {'Length': '18.2'}, {'PassEndX': '36.6'}, {'Zone': 'Back'}, {'PassEndY': '53.4'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,101374.0,36.6,53.4,,,,,,,,,,John Stones,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
284,2501048701.0,17,25.0,167,38.7,67.4,17,FirstHalf,Successful,"[{'Zone': 'Back'}, {'Length': '14.9'}, {'PassEndY': '88.4'}, {'PassEndX': '34.6'}, {'Angle': '1.9'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,297390.0,34.6,88.4,,,,,,,,,,Manuel Akanji,Pass,Nathan Aké,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
285,2501048753.0,17,27.0,167,34.4,89.3,17,FirstHalf,Successful,"[{'PassEndY': '96.2'}, {'Length': '11.8'}, {'PassEndX': '44.7'}, {'Zone': 'Back'}, {'Angle': '0.4'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,122945.0,44.7,96.2,,,,,,,,,,Nathan Aké,Pass,Jack Grealish,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
286,2501048755.0,17,32.0,167,36.2,86.8,17,FirstHalf,Successful,"[{'Foul': True}, {'Offensive': True}, {'OppositeRelatedEvent': '150'}, {'Zone': 'Back'}]","['touches', 'foulGiven']",True,113069.0,,,,,,,,,,,,Jack Grealish,Foul,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
287,2501048757.0,17,32.0,13,63.8,13.2,17,FirstHalf,Unsuccessful,"[{'Defensive': True}, {'OppositeRelatedEvent': '172'}, {'Foul': True}, {'Zone': 'Right'}]",['foulCommitted'],False,377283.0,,,,,,,,,,,,Takehiro Tomiyasu,Foul,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
288,2501049187.0,18,5.0,167,32.7,76.5,18,FirstHalf,Successful,"[{'Length': '21.3'}, {'Zone': 'Back'}, {'FreekickTaken': True}, {'PassEndX': '18.0'}, {'Angle': '3.9'}, {'PassEndY': '54.9'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passFreekickAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,297390.0,18.0,54.9,,,,,,,,,,Manuel Akanji,Pass,Stefan Ortega,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
289,2501049209.0,18,8.0,167,18.1,55.1,18,FirstHalf,Successful,"[{'PassEndX': '26.0'}, {'Length': '16.4'}, {'Zone': 'Back'}, {'PassEndY': '75.9'}, {'Angle': '1.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,133569.0,26.0,75.9,,,,,,,,,,Stefan Ortega,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
290,2501049325.0,18,9.0,167,26.0,75.9,18,FirstHalf,Successful,"[{'Angle': '4.1'}, {'PassEndX': '14.5'}, {'Length': '20.4'}, {'Zone': 'Back'}, {'PassEndY': '51.8'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,297390.0,14.5,51.8,,,,,,,,,,Manuel Akanji,Pass,Stefan Ortega,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
291,2501049359.0,18,22.0,167,18.2,32.2,18,FirstHalf,Successful,"[{'Zone': 'Center'}, {'PassEndX': '54.8'}, {'Longball': True}, {'Length': '44.2'}, {'PassEndY': '64.2'}, {'Chipped': True}, {'Angle': '0.5'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'passChipped', 'passLongBallAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,133569.0,54.8,64.2,,,,,,,,,,Stefan Ortega,Pass,Erling Haaland,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
292,2501049365.0,18,24.0,167,53.8,68.2,18,FirstHalf,Successful,"[{'Zone': 'Center'}, {'Offensive': True}, {'OppositeRelatedEvent': '151'}]","['duelAerialWon', 'offensiveDuel']",False,315227.0,,,,,,,,,,,,Erling Haaland,Aerial,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
293,2501049351.0,18,24.0,13,46.2,31.8,18,FirstHalf,Unsuccessful,"[{'Defensive': True}, {'Zone': 'Back'}, {'OppositeRelatedEvent': '177'}]","['duelAerialLost', 'defensiveDuel']",False,288795.0,,,,,,,,,,,,Rob Holding,Aerial,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
294,2501049381.0,18,25.0,167,54.8,64.2,18,FirstHalf,Unsuccessful,"[{'Zone': 'Center'}, {'Angle': '0.6'}, {'PassEndY': '71.7'}, {'PassEndX': '62.2'}, {'HeadPass': True}, {'Length': '9.3'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passHead', 'passForward', 'passLeft', 'midThird', 'pos']",True,315227.0,62.2,71.7,,,,,,,,,,Erling Haaland,Pass,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
295,2501049377.0,18,26.0,13,35.7,21.8,18,FirstHalf,Successful,[],['ballRecovery'],False,377283.0,,,,,,,,,,,,Takehiro Tomiyasu,BallRecovery,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
296,2501049401.0,18,26.0,13,34.8,25.3,18,FirstHalf,Successful,"[{'Angle': '1.0'}, {'PassEndY': '38.3'}, {'Length': '10.7'}, {'Zone': 'Back'}, {'PassEndX': '40.5'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,377283.0,40.5,38.3,,,,,,,,,,Takehiro Tomiyasu,Pass,Thomas Partey,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
297,2501049431.0,18,27.0,13,37.8,38.6,18,FirstHalf,Successful,"[{'Zone': 'Back'}, {'PassEndX': '38.5'}, {'Length': '15.3'}, {'PassEndY': '16.1'}, {'Angle': '4.8'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,238940.0,38.5,16.1,,,,,,,,,,Thomas Partey,Pass,Rob Holding,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
298,2501049473.0,18,30.0,13,38.8,12.7,18,FirstHalf,Unsuccessful,"[{'Zone': 'Center'}, {'Angle': '0.2'}, {'PassEndX': '85.4'}, {'PassEndY': '27.2'}, {'Chipped': True}, {'Longball': True}, {'Length': '49.9'}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passLeft', 'finalThird', 'pos']",True,288795.0,85.4,27.2,,,,,,,,,,Rob Holding,Pass,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
299,2501049509.0,18,34.0,167,14.4,72.8,18,FirstHalf,Successful,[],['ballRecovery'],False,133569.0,,,,,,,,,,,,Stefan Ortega,KeeperPickup,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
300,2501049579.0,18,38.0,167,13.5,70.1,18,FirstHalf,Successful,"[{'PassEndY': '73.8'}, {'KeeperThrow': True}, {'Length': '3.7'}, {'PassEndX': '16.1'}, {'Angle': '0.7'}, {'Zone': 'Back'}]","['touches', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,133569.0,16.1,73.8,,,,,,,,,,Stefan Ortega,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
301,2501049621.0,18,42.0,167,20.2,73.7,18,FirstHalf,Successful,"[{'PassEndY': '48.2'}, {'Zone': 'Back'}, {'Length': '21.0'}, {'PassEndX': '8.9'}, {'Angle': '4.1'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,297390.0,8.9,48.2,,,,,,,,,,Manuel Akanji,Pass,Stefan Ortega,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
302,2501049645.0,18,45.0,167,8.3,47.8,18,FirstHalf,Successful,"[{'PassEndX': '10.3'}, {'Angle': '4.8'}, {'Length': '20.1'}, {'Zone': 'Back'}, {'PassEndY': '18.4'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,133569.0,10.3,18.4,,,,,,,,,,Stefan Ortega,Pass,John Stones,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
303,2501049789.0,18,47.0,167,10.3,17.6,18,FirstHalf,Successful,"[{'Length': '17.1'}, {'Zone': 'Back'}, {'Angle': '1.7'}, {'PassEndY': '42.5'}, {'PassEndX': '8.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",True,101374.0,8.0,42.5,,,,,,,,,,John Stones,Pass,Stefan Ortega,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
304,2501049829.0,18,57.0,167,13.5,37.7,18,FirstHalf,Successful,"[{'PassEndX': '31.6'}, {'Zone': 'Back'}, {'Length': '24.5'}, {'Angle': '0.7'}, {'PassEndY': '60.5'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,133569.0,31.6,60.5,,,,,,,,,,Stefan Ortega,Pass,Ilkay Gündogan,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
305,2501049847.0,18,59.0,167,31.6,60.5,18,FirstHalf,Successful,"[{'Chipped': True}, {'PassEndX': '48.3'}, {'Angle': '5.8'}, {'PassEndY': '48.2'}, {'Zone': 'Back'}, {'Length': '19.4'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passChipped', 'passForward', 'passRight', 'midThird', 'pos']",True,77464.0,48.3,48.2,,,,,,,,,,Ilkay Gündogan,Pass,Erling Haaland,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
306,2501049871.0,19,1.0,167,48.3,48.2,19,FirstHalf,Unsuccessful,"[{'PassEndY': '63.6'}, {'Angle': '0.6'}, {'PassEndX': '61.7'}, {'Length': '17.5'}, {'Zone': 'Center'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passLeft', 'midThird', 'pos']",True,315227.0,61.7,63.6,,,,,,,,,,Erling Haaland,Pass,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
307,2501049875.0,19,4.0,13,39.5,31.7,19,FirstHalf,Successful,[],['ballRecovery'],False,238940.0,,,,,,,,,,,,Thomas Partey,BallRecovery,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
308,2501049927.0,19,4.0,13,39.1,31.7,19,FirstHalf,Successful,"[{'PassEndY': '44.3'}, {'Angle': '2.9'}, {'Zone': 'Back'}, {'Length': '31.1'}, {'PassEndX': '10.6'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'defensiveThird', 'pos']",True,238940.0,10.6,44.3,,,,,,,,,,Thomas Partey,Pass,Matt Turner,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
309,2501049945.0,19,9.0,13,10.6,44.5,19,FirstHalf,Unsuccessful,"[{'Zone': 'Back'}, {'Length': '30.1'}, {'Chipped': True}, {'PassEndY': '59.4'}, {'Angle': '0.3'}, {'PassEndX': '37.6'}]","['touches', 'passBackZoneInaccurate', 'passInaccurate', 'shortPassInaccurate', 'passChipped', 'passForward', 'passLeft', 'midThird', 'pos']",True,319712.0,37.6,59.4,,,,,,,,,,Matt Turner,Pass,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
310,2501049983.0,19,11.0,167,61.0,30.5,19,FirstHalf,Successful,"[{'Zone': 'Center'}, {'PassEndY': '28.6'}, {'Angle': '6.1'}, {'Length': '7.9'}, {'PassEndX': '68.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,303139.0,68.4,28.6,,,,,,,,,,Rodri,Pass,Kevin De Bruyne,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
311,2501049985.0,19,13.0,167,68.4,28.6,19,FirstHalf,Successful,[],['ballRecovery'],False,73084.0,,,,,,,,,,,,Kevin De Bruyne,BallRecovery,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
312,2501050017.0,19,14.0,167,66.6,27.5,19,FirstHalf,Successful,"[{'Zone': 'Right'}, {'PassEndX': '69.6'}, {'Angle': '5.0'}, {'PassEndY': '12.5'}, {'Length': '10.7'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passRight', 'finalThird', 'pos']",True,73084.0,69.6,12.5,,,,,,,,,,Kevin De Bruyne,Pass,Riyad Mahrez,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
313,2501050083.0,19,20.0,167,68.2,28.3,19,FirstHalf,Successful,"[{'Zone': 'Center'}, {'Angle': '2.0'}, {'PassEndY': '57.5'}, {'PassEndX': '60.5'}, {'Length': '21.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,104749.0,60.5,57.5,,,,,,,,,,Riyad Mahrez,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
314,2501050137.0,19,23.0,167,61.2,58.8,19,FirstHalf,Successful,"[{'Angle': '4.9'}, {'Zone': 'Center'}, {'Length': '13.0'}, {'PassEndX': '63.4'}, {'PassEndY': '40.0'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,297390.0,63.4,40.0,,,,,,,,,,Manuel Akanji,Pass,John Stones,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
315,2501050187.0,19,27.0,167,65.1,39.5,19,FirstHalf,Successful,"[{'Angle': '1.9'}, {'PassEndY': '62.7'}, {'Zone': 'Center'}, {'Length': '16.7'}, {'PassEndX': '59.9'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,101374.0,59.9,62.7,,,,,,,,,,John Stones,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
316,2501050217.0,19,31.0,167,61.9,62.7,19,FirstHalf,Unsuccessful,"[{'PassEndY': '4.7'}, {'Angle': '5.0'}, {'PassEndX': '73.4'}, {'Chipped': True}, {'Length': '41.2'}, {'Longball': True}, {'Zone': 'Right'}]","['touches', 'passInaccurate', 'passChipped', 'passLongBallInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",True,297390.0,73.4,4.7,,,,,,,,,,Manuel Akanji,Pass,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
317,2501050225.0,19,35.0,13,25.6,89.4,19,FirstHalf,Successful,"[{'Head': True}, {'Zone': 'Back'}]","['touches', 'interceptionAll', 'interceptionWon']",True,297403.0,,,,,,,,,,,,Kieran Tierney,Interception,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
318,2501050515.0,19,57.0,167,72.3,0.0,19,FirstHalf,Successful,"[{'PassEndY': '8.0'}, {'Angle': '1.2'}, {'Zone': 'Right'}, {'ThrowIn': True}, {'Length': '6.8'}, {'PassEndX': '74.8'}]","['touches', 'throwIn', 'passForward', 'passLeft', 'finalThird']",True,104749.0,74.8,8.0,,,,,,,,,,Riyad Mahrez,Pass,Erling Haaland,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
319,2501050587.0,19,58.0,167,74.8,8.0,19,FirstHalf,Successful,"[{'Angle': '4.4'}, {'PassEndX': '73.8'}, {'Zone': 'Right'}, {'Length': '3.4'}, {'PassEndY': '3.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passRight', 'finalThird', 'pos']",True,315227.0,73.8,3.2,,,,,,,,,,Erling Haaland,Pass,Riyad Mahrez,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
320,2501050623.0,20,4.0,167,93.5,5.0,20,FirstHalf,Successful,"[{'Angle': '3.1'}, {'PassEndY': '5.2'}, {'Length': '17.4'}, {'Zone': 'Right'}, {'PassEndX': '76.9'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passBack', 'passLeft', 'finalThird', 'pos']",True,104749.0,76.9,5.2,,,,,,,,,,Riyad Mahrez,Pass,Rico Lewis,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
321,2501050679.0,20,7.0,167,74.3,14.3,20,FirstHalf,Successful,"[{'PassEndX': '58.6'}, {'Length': '21.8'}, {'Zone': 'Center'}, {'PassEndY': '35.2'}, {'Angle': '2.4'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passBack', 'passLeft', 'midThird', 'pos']",True,444791.0,58.6,35.2,,,,,,,,,,Rico Lewis,Pass,Manuel Akanji,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
322,2501050681.0,20,11.0,167,64.0,56.0,20,FirstHalf,Successful,"[{'Zone': 'Center'}, {'PassEndX': '69.6'}, {'Length': '9.2'}, {'Angle': '0.9'}, {'PassEndY': '66.5'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",True,297390.0,69.6,66.5,,,,,,,,,,Manuel Akanji,Pass,Ilkay Gündogan,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
323,2501050705.0,20,12.0,167,69.6,66.5,20,FirstHalf,Unsuccessful,"[{'PassEndY': '48.7'}, {'Zone': 'Center'}, {'Length': '20.2'}, {'PassEndX': '85.0'}, {'Angle': '5.6'}]","['touches', 'passInaccurate', 'shortPassInaccurate', 'passForward', 'passRight', 'finalThird', 'pos']",True,77464.0,85.0,48.7,,,,,,,,,,Ilkay Gündogan,Pass,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
324,2501050737.0,20,15.0,13,14.5,52.7,20,FirstHalf,Successful,[],['ballRecovery'],False,319712.0,,,,,,,,,,,,Matt Turner,KeeperPickup,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
325,2501050801.0,20,19.0,13,14.8,52.7,20,FirstHalf,Successful,"[{'PassEndY': '59.3'}, {'Angle': '1.5'}, {'Zone': 'Back'}, {'PassEndX': '14.9'}, {'Length': '4.5'}, {'KeeperThrow': True}]","['touches', 'passForward', 'passLeft', 'defensiveThird', 'pos']",True,319712.0,14.9,59.3,,,,,,,,,,Matt Turner,Pass,Gabriel Magalhães,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
326,2501050851.0,20,22.0,13,13.9,60.8,20,FirstHalf,Successful,"[{'Angle': '4.1'}, {'PassEndX': '5.5'}, {'Length': '15.0'}, {'Zone': 'Back'}, {'PassEndY': '43.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passBack', 'passRight', 'defensiveThird', 'pos']",True,334087.0,5.5,43.0,,,,,,,,,,Gabriel Magalhães,Pass,Matt Turner,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
327,2501050897.0,20,26.0,13,8.0,40.1,20,FirstHalf,Successful,"[{'PassEndY': '1.6'}, {'Chipped': True}, {'Longball': True}, {'Zone': 'Back'}, {'Angle': '5.6'}, {'PassEndX': '35.7'}, {'Length': '39.1'}]","['touches', 'passAccurate', 'passChipped', 'passLongBallAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,319712.0,35.7,1.6,,,,,,,,,,Matt Turner,Pass,Takehiro Tomiyasu,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
328,2501050945.0,20,29.0,13,35.7,1.9,20,FirstHalf,Successful,"[{'PassEndY': '1.4'}, {'PassEndX': '47.0'}, {'Length': '11.9'}, {'Zone': 'Back'}, {'Angle': '6.3'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'midThird', 'pos']",True,377283.0,47.0,1.4,,,,,,,,,,Takehiro Tomiyasu,Pass,Bukayo Saka,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
329,2501050967.0,20,34.0,13,65.5,8.3,20,FirstHalf,Successful,"[{'PassEndX': '67.8'}, {'Length': '13.1'}, {'Angle': '1.4'}, {'Zone': 'Center'}, {'PassEndY': '27.2'}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'successfulFinalThirdPasses', 'passForward', 'passLeft', 'finalThird', 'pos']",True,367185.0,67.8,27.2,,,,,,,,,,Bukayo Saka,Pass,Eddie Nketiah,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
330,2501054943.0,20,35.0,13,65.3,29.5,20,FirstHalf,Successful,[{'Zone': 'Center'}],['touches'],True,345845.0,,,,,,,,,,,,Eddie Nketiah,BallTouch,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
331,2501051021.0,20,36.0,13,71.2,46.2,20,FirstHalf,Successful,"[{'PassEndY': '69.7'}, {'ShotAssist': '15'}, {'Angle': '1.1'}, {'Zone': 'Center'}, {'Length': '17.9'}, {'PassEndX': '78.9'}, {'IntentionalAssist': True}, {'KeyPass': True}]","['touches', 'passForwardZoneAccurate', 'passAccurate', 'shortPassAccurate', 'passKey', 'successfulFinalThirdPasses', 'keyPassShort', 'keyPassOther', 'passForward', 'passLeft', 'finalThird', 'pos']",True,394924.0,78.9,69.7,,,,,,,,,,Fábio Vieira,Pass,Leandro Trossard,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
332,2501051025.0,20,39.0,13,89.6,67.8,20,FirstHalf,Successful,"[{'RegularPlay': True}, {'GoalMouthY': '47.5'}, {'BoxLeft': True}, {'OppositeRelatedEvent': '201'}, {'GoalMouthZ': '17.1'}, {'BlockedX': '98.5'}, {'RelatedEventId': '167'}, {'BlockedY': '53.6'}, {'IntentionalAssist': True}, {'Assisted': True}, {'LeftFoot': True}, {'Zone': 'Center'}, {'LowRight': True}]","['touches', 'shotOnTarget', 'shotsTotal', 'shotPenaltyArea', 'shotOpenPlay', 'shotLeftFoot']",True,113994.0,,,167.0,394924.0,17.1,47.5,True,98.5,53.6,,,Leandro Trossard,SavedShot,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
333,2501051035.0,20,39.0,167,2.4,47.2,20,FirstHalf,Successful,"[{'OppositeRelatedEvent': '168'}, {'Zone': 'Back'}, {'Hands': True}, {'ParriedDanger': True}, {'DivingSave': True}, {'KeeperSaveInTheBox': True}]","['touches', 'parriedDanger', 'keeperSaveTotal', 'keeperSaveInTheBox', 'keeperDivingSave', 'saveHands', 'saveObp', 'savePenaltyArea']",True,133569.0,,,,,,,,,,,,Stefan Ortega,Save,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
334,2501051069.0,20,41.0,167,8.0,45.2,20,FirstHalf,Successful,"[{'PassEndX': '5.3'}, {'Angle': '4.4'}, {'Length': '9.0'}, {'PassEndY': '32.6'}, {'Zone': 'Back'}]","['touches', 'clearanceEffective', 'clearanceTotal', 'defensiveThird']",True,303139.0,5.3,32.6,,,,,,,,,,Rodri,Clearance,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
335,2501051079.0,20,42.0,167,4.3,34.9,20,FirstHalf,Successful,[],['ballRecovery'],False,444791.0,,,,,,,,,,,,Rico Lewis,BallRecovery,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
336,2501051103.0,20,43.0,167,4.7,33.6,20,FirstHalf,Successful,"[{'PassEndY': '12.6'}, {'Length': '15.0'}, {'Zone': 'Back'}, {'PassEndX': '9.0'}, {'Angle': '5.0'}]","['touches', 'passAccurate', 'shortPassAccurate', 'passForward', 'passRight', 'defensiveThird', 'pos']",True,444791.0,9.0,12.6,,,,,,,,,,Rico Lewis,Pass,Riyad Mahrez,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
337,2501051113.0,20,45.0,167,10.8,12.0,20,FirstHalf,Unsuccessful,"[{'Defensive': True}, {'Zone': 'Back'}, {'OppositeRelatedEvent': '169'}]","['touches', 'dribbleLost']",True,104749.0,,,,,,,,,,,,Riyad Mahrez,TakeOn,,Man City,2023-01-27T20:00:00,1705071,Man City - Arsenal
338,2501051107.0,20,45.0,13,89.2,88.0,20,FirstHalf,Successful,"[{'Zone': 'Left'}, {'OppositeRelatedEvent': '205'}, {'Offensive': True}]","['touches', 'tackleWon']",True,89401.0,,,,,,,,,,,,Granit Xhaka,Tackle,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
339,2501051109.0,20,47.0,13,86.6,94.7,20,FirstHalf,Successful,[],['ballRecovery'],False,89401.0,,,,,,,,,,,,Granit Xhaka,BallRecovery,,Arsenal,2023-01-27T20:00:00,1705071,Man City - Arsenal
