,minutes,touches,role,playerId,teamId,playerName,xGOT,goals_conceded,match_id,date,teamName
150,90,,Keeper,361717,8603,Rui Silva,1.09,2,3629172,2021-10-03 18:30:00,Real Betis
151,90,,Keeper,41466,8558,Diego Lopez,0.55,1,3629170,2021-10-03 16:15:00,Espanyol
152,90,,Keeper,170323,8633,Thibaut Courtois,2.04,2,3629170,2021-10-03 16:15:00,Real Madrid
153,90,,Keeper,241059,9866,Fernando Pacheco,0.78,1,3629174,2021-10-18 19:00:00,Deportivo Alaves
154,90,,Keeper,361717,8603,Rui Silva,0.33,0,3629174,2021-10-18 19:00:00,Real Betis
155,90,,Keeper,777035,7878,Luis Maximiano,0.42,0,3629169,2021-10-03 21:00:00,Granada
156,90,,Keeper,340020,8302,Yassine Bounou,0.08,1,3629169,2021-10-03 21:00:00,Sevilla
157,90,,Keeper,41466,8558,Diego Lopez,0.41,0,3629178,2021-10-18 21:00:00,Espanyol
158,90,,Keeper,486981,8385,Jeremias Ledesma,1.86,2,3629178,2021-10-18 21:00:00,Cadiz
159,90,,Keeper,592412,9910,Matias Dituro,1.25,1,3629176,2021-10-17 16:15:00,Celta Vigo
160,90,,Keeper,340020,8302,Yassine Bounou,0.13,0,3629176,2021-10-17 16:15:00,Sevilla
161,90,,Keeper,254241,8370,Stole Dimitrievski,0.87,1,3629182,2021-10-17 14:00:00,Rayo Vallecano
162,90,,Keeper,40672,10268,Francisco Casilla,1.15,2,3629182,2021-10-17 14:00:00,Elche
163,90,,Keeper,213471,8581, Aitor,0.31,0,3629179,2021-10-16 18:30:00,Levante
164,90,,Keeper,581919,8305,David Soria,0.99,0,3629179,2021-10-16 18:30:00,Getafe
